Contract ID,Customer,Annual Premium
G206136,Coleman-Collins,85729.4
G206137,Henry Hale,70876.48
G206138,"Cooper, Mills and Todd",492945.42
G206139,Watson-King,220975.91
G206140,Crawford-Cox,375997.5
G206141,William Mullins,424396.8
G206142,"Stone, Ross and Butler",375589.87
G206143,Robinson-West,279914.08
G206144,"Meyer, Rodriguez and Smith",63026.92
G206145,Carter-Moss,216485.36
G206146,Nguyen-Garrett,73161.16
G206147,"Moreno, Davis and Anthony",340428.82
G206148,Tina Carter,463598.05
G206149,Moore Inc,207787.91
G206150,"Brown, Moore and Mills",197991.11
G206151,Mcdowell-Krause,431203.36
G206152,"Bryant, Harmon and Steele",148512.2
G206153,Hammond-Nixon,118197.77
G206154,Kelly Morgan,272309.48
G206155,"Bailey, Gonzalez and Burke",495488.15
G206156,Travis Anderson,68166.35
G206157,Kim Inc,331700.43
G206158,Mark Watkins,218491.64
G206159,Paula Smith,214221.24
G206160,Nathan Robinson,449819.54
G206161,Spencer PLC,230953.54
G206162,Cassandra Barber,176482.69
G206163,Jane Walker DDS,321923.14
G206164,Shaun George,299982.1
G206165,Solis-Suarez,295313.22
G206166,Hood-Frost,32577.58
G206167,"Frey, Proctor and Foster",308272.96
G206168,Gibson-Miller,408638.31
G206169,Smith PLC,3192.09
G206170,Mendez-Wilson,19939.85
G206171,Valerie Marshall,407486.72
G206172,"Alexander, Harrington and Brown",401039.47
G206173,Mcdaniel PLC,474940.91
G206174,Harris-Meadows,326169.07
G206175,"Ellis, Boone and Hill",345679.13
G206176,"Green, Simpson and Chang",247891.62
G206177,Pittman LLC,155627.61
G206178,Lee and Sons,145189.96
G206179,Ford LLC,21099.53
G206180,"Brooks, Wheeler and Lucas",444954.42
G206181,Marsh LLC,495315.98
G206182,Williams PLC,470323.37
G206183,"Marquez, Waters and Stewart",493468.01
G206184,Jessica Rivera,47186.6
G206185,"Atkins, Merritt and Nelson",461346.5
G206186,Herman PLC,167142.09
G206187,"Schneider, Reeves and Moran",377782.7
G206188,Eric Baker,228547.63
G206189,Burch-Roberts,206758.42
G206190,"Warner, Thomas and Kirk",359126.21
G206191,Elliott-Davis,111541.03
G206192,Fields-Hendricks,209224.68
G206193,"Gonzalez, Richard and Cunningham",446208.07
G206194,Michael Brown,45733.59
G206195,Vaughn Inc,370653.99
G206196,Solomon and Sons,346638.9
G206197,Raymond LLC,11741.93
G206198,Colleen Rosales,131867.14
G206199,Crystal Smith,428414.45
G206200,"Silva, Henry and Heath",47729.36
G206201,Erika Perez,290613.05
G206202,Farrell Ltd,162390.2
G206203,"Hurst, White and Friedman",175100.52
G206204,Kelly Bennett,172668.35
G206205,"Chaney, Lee and Friedman",446611.65
G206206,Shannon Garza,344232.69
G206207,Kim-Santiago,240650.15
G206208,Baldwin LLC,39515.1
G206209,Michael King,167073.07
G206210,"Solis, Diaz and Smith",400737.73
G206211,Tyler Gutierrez,153069.76
G206212,Whitney-Harper,403560.81
G206213,Jason Barry,451051.85
G206214,Nathan Edwards,136758.08
G206215,"Curtis, Knapp and Valdez",171799.39
G206216,Jones-Cole,225122.69
G206217,Matthew Cole,469778.43
G206218,Galvan-Mendoza,358378.16
G206219,Williams LLC,78351.6
G206220,Debra Robinson,377342.64
G206221,Eric Vega,343390.03
G206222,"Clark, Watson and Richardson",277459.76
G206223,Ryan Rodriguez,381338.01
G206224,Herrera Ltd,91609.59
G206225,Brown-Mosley,428082.38
G206226,Alvarado Ltd,454740.83
G206227,"Scott, Dixon and Harris",48101.48
G206228,Willie Garcia,351820.88
G206229,"Kidd, Mccullough and Fernandez",83358.77
G206230,David Group,190220.59
G206231,Kim-Walker,5744.94
G206232,"Melton, Mcgee and Miller",429577.96
G206233,"Myers, Donovan and Jefferson",487659.03
G206234,Michael Clark,80742.3
G206235,"Peters, Robertson and Holloway",77006.05
G206236,Judy Nguyen,484527.31
G206237,"Odom, Johnson and Curry",315891.12
G206238,Robert Bruce,244758.97
G206239,"King, Jones and Nelson",369010.31
G206240,"Werner, Hudson and Johnson",298622.77
G206241,Arnold PLC,363771.17
G206242,Green and Sons,404367.47
G206243,"Logan, White and Davidson",36978.37
G206244,"Shaw, Jones and Pollard",28217.33
G206245,John Walker,192736.21
G206246,Connie Bowman,332776.77
G206247,"Castro, Knight and Chapman",328014.26
G206248,Jason Chandler,137332.13
G206249,Anthony Smith,152033.84
G206250,"Meyer, Baker and Walker",405031.45
G206251,Miller Group,381766.08
G206252,Macias-Riley,437789.14
G206253,Harrison-Cross,331949.32
G206254,Miller-Gonzales,432102.99
G206255,Barnes-Bonilla,373289.04
G206256,Rice Group,199241.32
G206257,Fred Hall,310648.36
G206258,Williams-Flowers,158681.2
G206259,Kelsey Ball,138170.73
G206260,"Palmer, Weber and Alexander",21829.5
G206261,"Duke, Sanchez and Bell",474366.52
G206262,Nancy Joseph,450097.73
G206263,Wilson-Williams,140602.49
G206264,Howard-Daniels,350846.9
G206265,John Martinez Jr.,344807.35
G206266,Chandler Group,268418.28
G206267,"Porter, Valenzuela and Thomas",140179.83
G206268,Lambert Group,477022.21
G206269,Wilson PLC,44272.8
G206270,Parker-Ramos,354595.94
G206271,Smith-Young,249074.31
G206272,"Randolph, Hahn and Bradley",18259.84
G206273,"Evans, Carey and Davis",336121.96
G206274,Berry-Webb,197976.16
G206275,Yoder Ltd,343196.1
G206276,Perez-Gray,220536.75
G206277,William Kent,258260.58
G206278,"Johnson, Rhodes and White",458454.09
G206279,Michelle Lopez,350110.52
G206280,"Phillips, Moreno and Glenn",169657.55
G206281,Anderson Ltd,145640.98
G206282,Smith Group,40731.16
G206283,Jones-Tapia,216855.6
G206284,Cook-Bennett,220502.55
G206285,Turner-Brown,274291.15
G206286,Brandon Ryan,320208.95
G206287,Shelby Williams,490401.47
G206288,Kenneth Wood,185995.63
G206289,"Pham, Cruz and Perry",143723.83
G206290,Green-Watts,303387.37
G206291,"Jones, Williams and George",116414.09
G206292,Brian Hunt,339937.55
G206293,Ebony Edwards,286291.14
G206294,Cathy Houston,23990.24
G206295,Andrews Inc,7820.58
G206296,"Jackson, Rios and Spears",176629.0
G206297,Miller-Hester,239016.2
G206298,Larry Pitts,476766.33
G206299,Perez-Solomon,113071.42
G206300,Shelton Inc,394692.49
G206301,Jason Wilkerson,308463.27
G206302,Gomez Group,235947.39
G206303,Howard PLC,92130.49
G206304,Randy Wright,345065.08
G206305,"Thompson, Johnson and Nichols",15878.25
G206306,Melissa Clark,339650.8
G206307,Mr. Collin Chapman,398781.03
G206308,Duncan Ltd,77560.12
G206309,Bailey-Carpenter,121286.76
G206310,"Davis, Johnson and Lopez",268285.5
G206311,Deborah Lopez,337235.25
G206312,Lopez-Saunders,315578.61
G206313,Santana PLC,383197.6
G206314,Patton Inc,124791.08
G206315,Sharp Inc,143464.44
G206316,Kathleen Allen,371324.57
G206317,Bell-Lee,268195.51
G206318,Sarah Jenkins,169067.49
G206319,Nancy Parrish,258027.97
G206320,Matthew Bailey,151788.93
G206321,Brittany Hampton,306833.77
G206322,Sabrina Williams,216129.74
G206323,Deleon-Greer,499459.85
G206324,Moore Group,210690.67
G206325,Robinson-Jones,59957.62
G206326,Shea Group,440859.84
G206327,Jennifer Lee,348528.25
G206328,Romero-Bailey,12213.68
G206329,King-Harvey,460054.01
G206330,Smith-Ayers,404140.27
G206331,Moody and Sons,411727.84
G206332,Rodgers Group,61916.58
G206333,Pearson-Harrison,106155.62
G206334,Vincent Baldwin Jr.,270946.51
G206335,Sanchez Inc,336521.19
G206336,"Davis, Webb and Bailey",387622.13
G206337,Meza Inc,307708.89
G206338,"Matthews, Atkins and Moyer",19206.49
G206339,"Smith, Holland and Daniels",47040.41
G206340,King-Barrera,335914.23
G206341,"Taylor, Juarez and Robinson",255230.2
G206342,"Smith, Miller and Morrow",354407.71
G206343,"Jackson, Newman and Lopez",49269.46
G206344,Fox-Garcia,233669.79
G206345,Jill Little PhD,281981.19
G206346,Solis and Sons,24398.09
G206347,Dana Martinez,206744.5
G206348,"Fox, Chen and Johnson",215204.8
G206349,Phelps Inc,449523.33
G206350,Macias LLC,94685.34
G206351,Austin-Stephens,207405.63
G206352,Daniel Castro,198346.39
G206353,"Gillespie, Ellis and Wallace",268038.08
G206354,Jenkins-Jefferson,451928.48
G206355,Jerry Wong,155754.87
G206356,"Martinez, Morris and Marks",357974.48
G206357,Rollins Inc,411856.43
G206358,Tony Sweeney,456258.51
G206359,Hopkins and Sons,493740.52
G206360,Lori Martin,492037.33
G206361,"Reed, Whitney and Jenkins",418695.33
G206362,Kyle Shaw,94402.12
G206363,Hailey Saunders,351125.25
G206364,Gomez-Marshall,389876.98
G206365,Rice-Martinez,155233.96
G206366,"Warner, Allen and Howard",306094.22
G206367,Robinson LLC,145490.82
G206368,Oconnell-Barnes,185841.33
G206369,Laura Martinez,250147.98
G206370,"Pena, Burns and Hull",93954.3
G206371,Donna Griffin,434025.59
G206372,Owens LLC,271385.42
G206373,Dorsey Ltd,427832.4
G206374,Jonathon Cook,207125.82
G206375,Mitchell-Cooper,441910.27
G206376,Fuller-Palmer,28174.28
G206377,Manuel Johnson,394005.47
G206378,Wolfe and Sons,468262.48
G206379,Jeremy White,36320.15
G206380,Carr PLC,397062.99
G206381,Brandon Reed,93132.35
G206382,Pedro Valenzuela,487429.4
G206383,"Fuller, Johnson and Evans",427991.7
G206384,Medina-Warren,48179.74
G206385,"Rodgers, Brooks and Duke",153870.5
G206386,"Gillespie, Johns and James",422095.74
G206387,Pope-Wright,127577.26
G206388,Frazier LLC,364780.61
G206389,Roberts LLC,481214.54
G206390,Antonio Cooper,269993.52
G206391,"Mendez, Moreno and Calhoun",259863.82
G206392,Wood PLC,251710.22
G206393,Derek Hernandez,498582.65
G206394,Dunn-Thompson,359340.68
G206395,Jillian Roach,442681.44
G206396,"Edwards, Fischer and Burns",393217.26
G206397,Hall and Sons,121353.06
G206398,Johnson Inc,85387.48
G206399,Roberts-White,329139.61
G206400,Jonathan Barnes,441280.04
G206401,Brown LLC,469262.81
G206402,Williamson-Robertson,456065.11
G206403,Mclaughlin PLC,385356.77
G206404,Oconnell and Sons,217015.17
G206405,Turner Ltd,129851.89
G206406,Kelley Ltd,380600.75
G206407,Simpson Inc,289755.13
G206408,Davis Group,149253.55
G206409,Howell-Henson,73679.4
G206410,King Inc,17638.22
G206411,Brown Group,56250.8
G206412,Sean Mckenzie,429048.9
G206413,Smith and Sons,403451.36
G206414,Holden LLC,215219.61
G206415,Gutierrez-Perry,405065.69
G206416,Steven Durham,288520.17
G206417,William Hall,48472.79
G206418,West Group,171389.28
G206419,Williams Group,180775.48
G206420,"Ortiz, Cohen and Golden",339847.93
G206421,Lowery-Guerrero,256354.68
G206422,"Johnston, Anderson and Clayton",453480.85
G206423,Thomas Foster,448142.5
G206424,Kelly Andrews,141499.89
G206425,"Miller, House and Kirby",223801.48
G206426,Wright PLC,455167.91
G206427,Willis-Anderson,165917.07
G206428,Berg-Wiggins,444577.6
G206429,Karen Gallagher,61786.68
G206430,Dana Moore,215300.2
G206431,"Moon, Diaz and Pope",88042.78
G206432,Lambert Ltd,305107.91
G206433,Rogers-Flores,435826.52
G206434,Melanie Stone,137605.28
G206435,Green-Wilson,498842.44
G206436,Yang-Elliott,256151.63
G206437,Lee Group,497325.14
G206438,"Dodson, Wood and Bradley",67263.97
G206439,Stewart Group,53563.36
G206440,Jones-Wilson,428580.37
G206441,Marshall-Gibson,410139.78
G206442,Jones-Edwards,409764.15
G206443,Elliott-Cochran,268945.95
G206444,Michael Maldonado,389334.93
G206445,Amanda Thompson DDS,425580.78
G206446,Andrew Lee,71919.39
G206447,David Black,464330.0
G206448,Zimmerman-Ford,429501.08
G206449,Christopher Miller,371269.01
G206450,Alicia Hall,186519.13
G206451,Terri Williams,254302.11
G206452,"Cohen, Booth and Fleming",253736.05
G206453,Garza and Sons,349127.17
G206454,Walters and Sons,480526.3
G206455,Elizabeth Holt,292163.07
G206456,Parker-Hayes,29130.97
G206457,Knox-Walsh,215891.68
G206458,Walker-Sanchez,358001.27
G206459,Jones-Young,453401.92
G206460,Oconnell-Watson,370564.54
G206461,Nicholas Martinez,308328.2
G206462,Collins PLC,183865.7
G206463,Joseph Contreras,228539.67
G206464,Lisa Reynolds,31782.34
G206465,Bailey-Craig,112240.74
G206466,"Grant, Parker and Lee",185230.36
G206467,Pugh-Stone,6975.37
G206468,Bowen Inc,445966.9
G206469,Oneal Group,404525.86
G206470,"Cox, Smith and Carpenter",231589.35
G206471,Bobby Hicks,475549.84
G206472,Payne-Ramos,154617.1
G206473,"Edwards, Mcclure and Martinez",327200.53
G206474,"Wallace, Rice and Bradley",307688.1
G206475,Lane-Sanders,154683.12
G206476,Kenneth Sanchez,383567.65
G206477,Michael Miles,69672.05
G206478,"Lopez, Knight and Murphy",373851.09
G206479,Michael Taylor,217830.95
G206480,Pham LLC,76262.39
G206481,Ryan Powers,184507.97
G206482,Reynolds Inc,466143.41
G206483,Steele-Myers,56400.79
G206484,"Banks, Rodriguez and Barker",171781.91
G206485,"Moreno, Clark and Wood",386443.51
G206486,Mark Wiggins,87440.44
G206487,Payne LLC,168067.2
G206488,"Perez, Arnold and Smith",43104.02
G206489,"Dillon, Reyes and Crawford",10247.7
G206490,Krause PLC,135413.45
G206491,Clark-Beard,457711.42
G206492,Kayla Berg,189199.56
G206493,"Alvarado, Mccormick and Nash",394910.59
G206494,Trujillo-Jennings,78942.15
G206495,Kelly Patrick,325736.92
G206496,Stacey Horne,465852.81
G206497,Rivera LLC,206768.84
G206498,Hardy-Delgado,132287.66
G206499,Sonia Wood,481365.0
G206500,Reed-Reed,123790.65
G206501,Amanda Friedman,482506.44
G206502,Cunningham LLC,258735.66
G206503,Briggs-Pierce,470715.27
G206504,Powell-Brown,41707.99
G206505,Bowman Inc,460947.83
G206506,Mark Gibbs,327833.26
G206507,Perez and Sons,412071.23
G206508,"Moore, Osborn and Moore",449329.58
G206509,"Curry, Jones and Edwards",65934.26
G206510,Wheeler-Chen,12185.38
G206511,"Johnson, Butler and Jimenez",20314.87
G206512,Joshua Horton,354889.34
G206513,Villarreal and Sons,190173.37
G206514,Waters-Lowe,130078.55
G206515,Megan Snyder,259417.27
G206516,"Patton, Lambert and Bennett",166505.55
G206517,Johnson-Clarke,149739.41
G206518,Andrew Mcintosh,498238.75
G206519,Hoover Inc,297368.0
G206520,Cole-Sanchez,120965.79
G206521,Michael Francis,60124.73
G206522,"Wade, Lopez and Rodriguez",319579.13
G206523,"Murphy, Mercado and Collins",20489.89
G206524,"Farmer, Allison and Garcia",457838.9
G206525,Holly Molina,234178.13
G206526,Griffin Group,188360.43
G206527,Carr Ltd,206959.47
G206528,"Cunningham, Park and Smith",325825.51
G206529,English-Esparza,339278.64
G206530,Elizabeth Miller,342354.13
G206531,"Mejia, Walton and Hernandez",333396.67
G206532,Smith Group,200919.58
G206533,"Waters, Horton and Gray",72862.58
G206534,Armstrong Ltd,14187.99
G206535,"Lane, Price and Alexander",43525.56
G206536,Simpson-Russell,437692.94
G206537,Johnson Inc,58459.18
G206538,Sarah Garcia,406136.54
G206539,Kristin Miller,231491.28
G206540,Garcia-Murphy,216769.59
G206541,Barbara Branch,350266.17
G206542,Tina York,52935.11
G206543,Watts-Murphy,497456.48
G206544,Chen Group,324404.94
G206545,Mitchell Logan,223682.21
G206546,Kristen Brown MD,187462.98
G206547,Pena-Reyes,345137.67
G206548,Davis-Medina,386408.57
G206549,"Mendoza, Miller and Moore",443596.36
G206550,Dunn PLC,448383.27
G206551,Michelle Miller,16007.75
G206552,Humphrey-Mason,402598.0
G206553,Vasquez-Bailey,297912.81
G206554,"Montgomery, Brown and Jones",311468.39
G206555,Joshua Price,150696.83
G206556,Penny Harris,312601.11
G206557,"Bell, Murphy and Cruz",131264.61
G206558,Steven Brooks,363285.2
G206559,"Graves, Green and May",307602.31
G206560,Torres and Sons,462491.57
G206561,"Anderson, Evans and Coffey",258502.8
G206562,"Butler, Baker and Edwards",97395.09
G206563,"Wilson, Holland and Rose",328370.45
G206564,Rachel Mendoza,468674.43
G206565,Andrea Phelps,362686.23
G206566,"Stewart, Greene and Mayer",415185.16
G206567,Mr. Steven Burton III,171918.84
G206568,Andrew Jefferson,34727.96
G206569,Lawrence LLC,314715.77
G206570,Mckay-Shelton,402219.48
G206571,Moore Inc,240378.83
G206572,"Guerrero, Moore and Meyers",346963.15
G206573,"Lopez, Russo and Herrera",265819.11
G206574,"Frazier, Hubbard and Walker",418687.34
G206575,"Kelly, Smith and Zuniga",401976.82
G206576,Alvarez-Hansen,404250.44
G206577,"Scott, Watson and Hall",176356.34
G206578,"Sheppard, Baker and Gardner",285404.08
G206579,"Mcgrath, Stephens and Fisher",435900.45
G206580,"Hernandez, Price and Williams",110233.14
G206581,Banks Inc,452155.07
G206582,James Pennington,241938.04
G206583,"Ruiz, Klein and Thompson",462817.56
G206584,"Braun, Kemp and Bell",401707.04
G206585,Laura Clark,195343.72
G206586,Jose Powell,192485.56
G206587,Kelley PLC,410318.18
G206588,Ochoa Inc,121301.7
G206589,Hurst Group,404914.98
G206590,Tyler Mason,163307.45
G206591,Melissa Miller,446730.04
G206592,Tate LLC,128121.27
G206593,Maria Miller,282811.87
G206594,Simmons-Smith,180411.16
G206595,Jackson-Lopez,152690.87
G206596,Daugherty-Johnson,219321.04
G206597,Holmes-Vasquez,204946.99
G206598,"Roberts, West and Torres",351654.7
G206599,Michelle Garza,428622.07
G206600,"Mcdonald, Morrow and Alexander",35903.68
G206601,David Nelson,475705.31
G206602,Wilson-Webster,402422.99
G206603,"Oliver, Ferguson and Smith",62026.43
G206604,"Clark, Kelly and Becker",283532.61
G206605,Hawkins Inc,388264.95
G206606,Robert Castillo,422274.16
G206607,"Moore, Davis and Lamb",443767.21
G206608,Geoffrey Murphy,147659.53
G206609,Dunn-Murphy,385296.82
G206610,"Torres, Young and Howard",463162.95
G206611,Charles Tucker,187381.7
G206612,Daniels Group,8051.32
G206613,Long-Rivera,353940.95
G206614,Robyn Cox,237338.88
G206615,Armstrong Inc,428385.26
G206616,"Cohen, Davis and Galvan",381037.13
G206617,"Crosby, Austin and Klein",491314.26
G206618,Michael Compton,293260.37
G206619,Weber LLC,129034.88
G206620,"Gilmore, Flores and Butler",252233.9
G206621,James Foley,20328.17
G206622,"Cunningham, Bennett and Villarreal",186362.15
G206623,Christina Johnson,429532.9
G206624,Holmes-Shea,483053.03
G206625,"Carr, Dunn and Lee",61202.38
G206626,Morales Ltd,148569.97
G206627,Veronica Roy,167490.96
G206628,Marcus Thompson,145482.48
G206629,"Sexton, Wheeler and Schroeder",24894.24
G206630,Paul Hernandez,470532.53
G206631,"Huang, Dominguez and Sharp",240410.19
G206632,Stacey Alvarez,275095.72
G206633,Dominguez-Collins,391709.06
G206634,Gonzalez Inc,383573.28
G206635,Stephanie Hurst,10699.92
G206636,"Campbell, James and Crawford",357936.95
G206637,Thornton-Pham,378503.28
G206638,Berry LLC,143509.2
G206639,Wendy Henderson,296424.4
G206640,Burgess and Sons,463086.13
G206641,Howard-Choi,396912.43
G206642,Brian Fields,341240.69
G206643,Denise Perry,333491.42
G206644,"Kirk, Cobb and Wright",31248.08
G206645,Koch Ltd,15219.22
G206646,Juan White,40195.5
G206647,Simon Ltd,329107.51
G206648,Alec Nicholson,453651.65
G206649,"Harris, Coleman and Davis",398501.13
G206650,"Fields, Nixon and Russell",131818.18
G206651,Antonio Phillips,221816.52
G206652,Zachary Scott,357088.94
G206653,Samuel Rogers,490240.11
G206654,Jay Black,56910.77
G206655,Williams-Brooks,67511.46
G206656,"Blake, Malone and Bullock",155569.09
G206657,Erik Padilla,257534.97
G206658,Brittany Henry,140113.27
G206659,"Sanchez, Terry and Lopez",451315.62
G206660,Alyssa Salinas,112726.71
G206661,Johnson and Sons,436149.26
G206662,Padilla and Sons,494525.67
G206663,Bell Ltd,131489.34
G206664,"Hutchinson, Davis and Smith",139484.83
G206665,Richard Santiago,301540.42
G206666,Fisher-Hines,220807.86
G206667,Meghan Ayala,468352.12
G206668,"Coleman, Barnett and Armstrong",45341.62
G206669,Garcia LLC,331277.49
G206670,"Hoover, Schultz and Mccann",371945.82
G206671,Carter-Skinner,371657.09
G206672,April Nguyen,38889.45
G206673,Bradley Inc,118985.28
G206674,Lopez Ltd,142905.37
G206675,Smith Ltd,483144.65
G206676,Stephens and Sons,157635.76
G206677,Jonathan Allen,77979.5
G206678,Anthony White,333431.79
G206679,"Tucker, Owens and Lawrence",435896.22
G206680,Evans-Goodman,421435.64
G206681,"Lynch, Anderson and Hall",14171.61
G206682,Dr. Christopher Clark,390244.03
G206683,Brandi Williams,438621.25
G206684,Richard Wall,135746.66
G206685,Andrew Martinez,81780.64
G206686,Bonnie Ortiz,412350.04
G206687,Fleming-Stafford,137278.5
G206688,"Valentine, Clark and Meadows",466982.06
G206689,"Perez, Johnson and Landry",361231.6
G206690,Ayala-Beck,107472.23
G206691,Brown LLC,235103.51
G206692,Obrien and Sons,156715.26
G206693,"Williams, Tanner and Morales",179920.2
G206694,Anderson-Cook,140503.57
G206695,"Jackson, Hines and Morgan",118368.04
