Policy No,Client Name,Premium
L104814,Jerome Hoover,136172.01
L104815,Tracy Macias,243205.31
L104816,Christopher Garcia,141378.61
L104817,Donald Rowe,200753.5
L104818,Carolyn Rodriguez,148082.9
L104819,Mackenzie Johnson,162269.64
L104820,Randall Haley,125893.3
L104821,Bethany Hernandez,204526.25
L104822,Patricia Swanson,73713.68
L104823,Steven Bush,240025.65
L104824,Travis Long,50813.08
L104825,Michael Stevens,208120.0
L104826,Kenneth Saunders,219474.72
L104827,Amy Lloyd,185776.41
L104828,Arthur Flores,58802.96
L104829,Corey Pitts,161020.65
L104830,Michael Gibbs,117374.56
L104831,Elizabeth Hart,212502.19
L104832,Jennifer Lopez,226391.16
L104833,Benjamin Stewart,160366.74
L104834,Francis Jones,78284.6
L104835,Victoria Jackson,195796.95
L104836,Brandi Horne,240741.36
L104837,Linda Johnson,79512.42
L104838,Robin Lee,145660.44
L104839,Jeffrey Moore,168381.37
L104840,Amanda Farmer,38699.78
L104841,Mckenzie Myers DVM,64041.23
L104842,Mitchell Wilson,144619.09
L104843,Alexander Taylor,114587.99
L104844,Kendra Hernandez,92311.73
L104845,Jessica Mcknight,239036.85
L104846,Bobby Yang,166228.16
L104847,Charles Blair,207596.19
L104848,Brandi Wade,196489.24
L104849,Amy Henry,32320.71
L104850,Carrie Weber,103761.87
L104851,Karl Smith,58282.44
L104852,Kelly Moore,56904.46
L104853,Larry Hill,115606.75
L104854,Nicole Pennington,199672.93
L104855,Renee Burgess,93442.26
L104856,Brenda Hughes,171860.54
L104857,Michael Bond,111305.7
L104858,Mark Collins,59322.62
L104859,Ashley Fleming,30052.52
L104860,Ms. Cathy Curtis,151432.77
L104861,Angela Torres,209584.58
L104862,Michael Hansen,189736.54
L104863,Brandy Kelly,30091.52
L104864,Nathan Webb,177627.15
L104865,Christina Sloan,62534.25
L104866,Kim Martin,48350.42
L104867,Timothy Hill,246227.15
L104868,Kyle Robertson,86996.67
L104869,Mark Rollins,200756.44
L104870,Jennifer Bridges,176739.95
L104871,Phillip Castro,19919.81
L104872,Kathryn Phillips,27206.42
L104873,Andrew Meyers,46362.12
L104874,Crystal Flores,112782.05
L104875,Elizabeth Montgomery,155989.81
L104876,William Gonzalez,217199.28
L104877,Laura Vargas,207931.86
L104878,Victoria Porter,209773.64
L104879,James Smith,167386.11
L104880,Jesse Valentine,135339.65
L104881,Alexander Miller,44345.07
L104882,Anthony Morris,216091.67
L104883,Joel Dunn,188315.8
L104884,Ana Avery,90182.7
L104885,Roger Martinez,131292.8
L104886,Samantha Stanley,176680.08
L104887,Paul Mack,13666.42
L104888,Cindy Smith,196744.52
L104889,Nicole Rivera,165181.12
L104890,Stephanie Pierce,66501.41
L104891,Toni Hammond,157302.97
L104892,Louis Luna,87805.37
L104893,Heather Kemp,214710.57
L104894,Laura Arnold,9371.92
L104895,Brendan West,35966.91
L104896,Kayla Hansen,191113.37
L104897,Kimberly Lucas,172809.78
L104898,Sylvia Bullock,219447.02
L104899,Michael Thomas,216073.06
L104900,Richard Simpson,248285.42
L104901,Charles Cox,143173.0
L104902,Elizabeth Williams,78441.95
L104903,Dean Scott,146482.56
L104904,Patricia Lee,229817.15
L104905,Sarah Medina,190418.76
L104906,Charles White,11296.91
L104907,Candace Perry,33411.02
L104908,Donald Pena,240533.16
L104909,Timothy Haney,107444.4
L104910,Mark Shepherd,116715.24
L104911,Jodi Jones,175036.35
L104912,Marcus Peterson,65715.32
L104913,Matthew Jefferson,22974.44
L104914,Taylor Cox,197717.2
L104915,Jason Miller,215335.55
L104916,Jason Wade,73115.18
L104917,Brian Cummings,8792.35
L104918,Michael Hughes,165180.09
L104919,Casey Donaldson,125289.22
L104920,Carla Hudson,169096.56
L104921,Diane Harris,144715.85
L104922,Valerie Phelps,199529.76
L104923,Rhonda Stark,232309.12
L104924,Kyle Allen,180424.0
L104925,Nicholas Herman,93377.79
L104926,Mr. Bradley Mitchell MD,26535.64
L104927,Clinton Arnold,130208.78
L104928,Elizabeth Miller,190244.0
L104929,Julie Figueroa,239263.83
L104930,Dr. Charles Evans,125077.76
L104931,James Price,137994.31
L104932,Brittney Horton,145222.81
L104933,Tyler Meadows,236406.96
L104934,Ann Crawford,55216.27
L104935,Tyler Cunningham,166013.08
L104936,Patricia Sparks,20934.37
L104937,Timothy Steele,71425.44
L104938,David Rosales,6547.24
L104939,Scott Paul,87350.83
L104940,Jeremy Dalton,109278.43
L104941,Zachary Chan,143891.5
L104942,Justin Conley,148018.71
L104943,Mrs. Ashley Garcia,17530.66
L104944,George Gray,238965.21
L104945,Cindy Oliver,106541.27
L104946,Stephen Perkins,206231.35
L104947,Matthew Bradley,214238.75
L104948,David Jackson,33235.74
L104949,Ana Flores,114320.32
L104950,Brian Williamson,239528.1
L104951,Lori Gomez,114012.96
L104952,Kimberly Hudson,245020.72
L104953,Jeff Bates,21360.81
L104954,Donna Bryan,180814.84
L104955,Joshua Lane,215429.13
L104956,Misty Garrison,208336.22
L104957,James Cantrell,163921.03
L104958,Seth Smith,198679.06
L104959,Shelley Santiago,221038.77
L104960,Alexander Moore,78175.31
L104961,Paul Shields,246610.33
L104962,Danielle Brown,49399.02
L104963,Donna Ortega,154766.05
L104964,Mr. Jimmy Gregory,208153.6
L104965,Jennifer Bell,97579.44
L104966,Erin Aguilar,230638.4
L104967,Brenda Ashley,228077.92
L104968,Natasha Jones,209835.43
L104969,Terri Morris,24552.08
L104970,Aimee Garcia,154123.48
L104971,Pam Moore,150987.45
L104972,Jonathan Meyers,213720.82
L104973,Jessica Avila,234565.88
L104974,Danny Harrison,145852.18
L104975,Andrew Pineda,152352.05
L104976,David Jones,87246.1
L104977,Charles Johnson,220947.55
L104978,James Martinez,20690.26
L104979,James Barnes,68199.81
L104980,David Henderson,158695.63
L104981,Scott Santos,43610.59
L104982,Alexander Cooke,249591.47
L104983,Teresa David,60596.18
L104984,Kendra Taylor,196193.65
L104985,Shawn Richards,165654.35
L104986,Scott James,121722.08
L104987,Suzanne Davidson,159240.08
L104988,Eric Sullivan,91577.8
L104989,Tiffany Campbell MD,59702.86
L104990,James Coleman,71463.61
L104991,Daniel Cohen,20529.42
L104992,Derrick Blankenship,46080.92
L104993,Michael Riddle,29999.53
L104994,Sharon Romero,181621.57
L104995,Margaret Johnson,116669.57
L104996,Betty Berger,154873.5
L104997,Rebecca Casey,233224.1
L104998,Jennifer Johnson,11065.04
L104999,Howard Smith,72785.7
L105000,Thomas Mitchell,244754.97
L105001,Bryan Williams,215043.07
L105002,Valerie Johnson DDS,189922.95
L105003,Angela Garcia,69560.15
L105004,Darren Callahan,202755.15
L105005,Richard Kirk,129961.21
L105006,Jesse Lynch,35279.92
L105007,Daniel Taylor,195927.21
L105008,David Merritt,105724.72
L105009,Lee Barron,5179.96
L105010,Louis Richard,178734.39
L105011,Shannon Robinson,202928.61
L105012,Melissa White,188329.83
L105013,Johnny Deleon,164030.97
L105014,Darlene Oneal,183033.48
L105015,Robert Hill,28047.12
L105016,Terry Jones,57902.06
L105017,William Bowen,233362.25
L105018,Katherine Crawford,137251.9
L105019,Robyn Morrow,166331.38
L105020,David Floyd,229997.02
L105021,John Costa,121381.3
L105022,Jesse West,239370.4
L105023,Mark Wright,189253.68
L105024,Gina Hanson,35161.22
L105025,Michelle Anderson,44933.63
L105026,Theresa Dougherty,137260.25
L105027,Eric Bonilla,213636.33
L105028,Patrick Hall,99486.12
L105029,Barbara Baker,74504.0
L105030,Jason Noble,9302.85
L105031,Tyrone Duncan,76937.17
L105032,Rebecca Dawson,133565.01
L105033,Dr. Antonio Skinner MD,164944.69
L105034,Willie Booth,70379.6
L105035,Robert Richmond,187058.38
L105036,Brenda Joyce,70090.6
L105037,Rachel Knapp DDS,79200.4
L105038,Ryan Sharp,195234.0
L105039,Andrew Murray,63469.16
L105040,Brenda Rosario,211662.61
L105041,Chase Henderson,17335.11
L105042,Justin Perez,102707.82
L105043,Rebecca Oneal,135915.71
L105044,Jennifer Haynes,122483.17
L105045,Kara Silva,242042.83
L105046,Carla Kim,79721.54
L105047,Rebecca Brown,39900.56
L105048,Jacqueline Rodriguez,30202.61
L105049,Tammy Holt,54526.72
L105050,Laura Patel,44559.64
L105051,Ashley Shelton,172326.08
L105052,Brandon Curtis,12254.04
L105053,Jeffrey Dixon,31112.43
L105054,Ms. Ann Black DDS,180513.53
L105055,Isabella Delgado,195457.13
L105056,Terri Morales,81898.32
L105057,Kyle Jones,193919.08
L105058,Earl Lee,108904.3
L105059,Laura Young,89844.68
L105060,John Rowe,145980.84
L105061,James Frank,77271.61
L105062,Jeanne Werner,140427.06
L105063,Rebecca Ward,54083.88
L105064,Teresa Harris,67516.02
L105065,Jonathan Gibbs,121443.49
L105066,Lisa Collins,247856.87
L105067,Sheila Johnson,235722.01
L105068,Annette Schultz,134655.5
L105069,Denise Smith,110182.87
L105070,Jason Holmes,67816.97
L105071,Michael Jones,36816.36
L105072,Mrs. Kristine Moore,27890.61
L105073,Kelly Glover,46989.11
L105074,Megan Coleman,156410.54
L105075,Howard Chapman,19028.41
L105076,Michele Lara,36678.51
L105077,Kimberly Cain,220160.18
L105078,Heather Alvarez,13210.26
L105079,Michael Kim,86945.1
L105080,Gabriel Allen,174294.94
L105081,Stephen Richardson,24793.7
L105082,Lisa Fernandez,217505.77
L105083,Emily Jensen,215737.83
L105084,Catherine Hooper,41607.35
L105085,Kurt Brooks,30065.41
L105086,Amber Owens,47038.69
L105087,Gene Peterson,54393.68
L105088,Lauren Lynch,228537.07
L105089,Andrea Anderson,235645.93
L105090,Daniel Perez,12441.33
L105091,Marie Ramirez,219258.8
L105092,Susan Morris,65543.44
L105093,Chelsea Shea,156689.05
L105094,Taylor Ramirez,230996.83
L105095,Dawn Patterson,90450.72
L105096,Karen Guzman,129543.17
L105097,Heidi Kelly,37182.03
L105098,Amy Gillespie DVM,240861.53
L105099,Larry Flynn,129221.03
L105100,Jesse Macias,113910.3
L105101,Brianna Black,132472.03
L105102,Shelby Gregory,63908.96
L105103,Nicholas Jones,116631.15
L105104,Anthony Patterson,79707.44
L105105,Wesley Ramos,222715.6
L105106,Jeffery Jackson,161830.33
L105107,Yvette Small,208283.51
L105108,Michael Hart,54308.65
L105109,Edgar Burch,130051.19
L105110,Regina Porter,68782.89
L105111,Brandi Ochoa,98247.54
L105112,Michael Elliott,198546.1
L105113,Jennifer Shepherd,64039.73
L105114,Mr. Christian Butler,49742.29
L105115,Samantha Olsen,125459.6
L105116,Sandy Andrews,216628.05
L105117,Katie Sanford,22632.76
L105118,Katrina Lawson,172506.37
L105119,Samantha Smith,227236.36
L105120,Amy Dixon,166227.21
L105121,Mr. Duane Chan,48286.19
L105122,Kara Nunez,33457.7
L105123,Kristin Dennis,6370.15
L105124,Jeffrey Johnson,171836.83
L105125,Sarah Richardson,36075.99
L105126,Rebecca Bryant,211120.77
L105127,Darren Martin,142387.15
L105128,Lori Freeman,35013.95
L105129,Heather Richardson,212647.34
L105130,Eric Ritter,20908.83
L105131,Gary Williams,162850.29
L105132,Kimberly Combs,137480.67
L105133,Kelly Harvey,7661.6
L105134,Tracey Williams,70757.79
L105135,Taylor Hall,246451.16
L105136,Drew Armstrong,28597.96
L105137,Lindsey Scott,66371.08
L105138,Frank May,72484.43
L105139,Sheila Wilson,20126.3
L105140,James Cherry,200280.56
L105141,Rachel Mcdonald,58529.37
L105142,Julie Levine,79782.15
L105143,Crystal Williams,234844.93
L105144,Derrick Vasquez,69041.5
L105145,Aaron Best,171510.82
L105146,Gary Wright,142968.0
L105147,Justin Foster MD,17184.19
L105148,Amanda Wood,66799.45
L105149,Derrick Watts,26817.78
L105150,Adam Wolfe,171023.98
L105151,Joseph Porter,139142.94
L105152,Elizabeth Hernandez,144580.66
L105153,Theresa Taylor,201460.42
L105154,Amanda Cook,245858.6
L105155,Nancy Tucker,95314.78
L105156,Faith Fisher,62023.05
L105157,Ralph Daniels,86721.15
L105158,Shane Gibson,46514.15
L105159,Katherine Nelson,115871.8
L105160,Cody Herring,150583.46
L105161,Richard Perry,103450.29
L105162,Christopher Kaiser,80412.18
L105163,Michael Hill,130754.52
L105164,William Bailey,210984.29
L105165,Oscar Lawrence,182776.16
L105166,Aaron Santana,219787.61
L105167,Timothy Parker,95336.46
L105168,Roger Elliott,52639.14
L105169,Phillip Horton,90315.06
L105170,Heather Simmons,129753.83
L105171,Duane Mccann,248436.53
L105172,Julie Lopez DDS,159835.42
L105173,Kristi Jones,128094.43
L105174,Christina Price,45798.44
L105175,Shannon Lee,5895.88
L105176,Jennifer Moody,178867.36
L105177,Betty Wong,26428.7
L105178,Lawrence Ruiz,246841.78
L105179,Patricia Richardson,16137.11
L105180,David Dawson,24364.01
L105181,Michael Miller,213288.74
L105182,Felicia Allison,15197.89
L105183,Steve Daniels,193857.22
L105184,Rebecca Brown,9217.94
L105185,Robert Copeland,40901.94
L105186,Tara Vazquez,24342.99
L105187,Ms. Lorraine Walker,162580.73
L105188,Michelle Burns,108083.0
L105189,Zachary Pena,17943.88
L105190,Katherine Baker,192463.04
L105191,Kimberly Hawkins,119763.63
L105192,Elijah Khan,110208.42
L105193,Daniel Barber,50716.89
L105194,Erika Dean,25251.72
L105195,Kelli Rogers,88335.12
L105196,Karla Powers,165941.32
L105197,Rhonda Jackson,39594.39
L105198,Jimmy Kramer,183979.32
L105199,Kathleen Byrd,101268.93
L105200,Kevin Shaw,215993.37
L105201,Heather Johnson,141901.51
L105202,Sarah Jackson,110166.1
L105203,Holly Smith,174224.13
L105204,Mary Davis,14365.71
L105205,Angela Wright,40843.41
L105206,Jimmy Alexander,150983.21
L105207,Brittany Welch,67642.77
L105208,Melissa Mccullough,187049.96
L105209,Jason Morrison,137163.5
L105210,Stacy Lewis,115393.01
L105211,Holly Sanchez,189679.07
L105212,Mr. Ryan Riley,220272.0
L105213,Paul Fernandez,205920.78
L105214,Gregory Moore,247042.56
L105215,Alexander Monroe,101757.45
L105216,Theresa Gutierrez,99209.54
L105217,Kimberly Mendez,192517.18
L105218,Matthew Moore,152569.46
L105219,Jill Bush,92578.64
L105220,Richard Cook,42012.28
L105221,Dana Haynes,221302.75
L105222,Natasha Lee MD,163184.32
L105223,Mrs. Jamie Jensen,54226.48
L105224,Shelia Mccarthy,113848.36
L105225,Matthew Mcknight,16593.84
L105226,Thomas Black,103436.98
L105227,Mrs. Karen Brown,155972.55
L105228,Brandi Parker,154142.04
L105229,James White,231870.82
L105230,Debra Smith,163860.35
L105231,Glenda Macdonald,185948.2
L105232,Elizabeth Fields,164201.5
L105233,Darryl Stanton,79717.9
L105234,Joseph Caldwell,181228.22
L105235,Kevin Ferguson,239058.5
L105236,Deanna Hess,185087.7
L105237,Ronnie Hamilton,97364.37
L105238,Cynthia Perkins,175651.42
L105239,Lisa Roberts,100829.54
L105240,Bruce Wise,199253.25
L105241,Daniel Weber,190993.49
L105242,Jessica Rivera,77823.29
L105243,Nathan Grant,210777.01
L105244,Amy Hammond,246377.55
L105245,William Bullock III,189036.0
L105246,Michael Swanson,200672.53
L105247,Luis Wells,31936.9
L105248,Kylie Vega,189294.01
L105249,Sarah Watkins,225258.87
L105250,Sherri Chase DDS,103881.33
L105251,Julie Mathews,205826.73
L105252,Fred Smith,56818.5
L105253,Christina Hall,109841.78
L105254,Melissa Higgins,106719.06
L105255,Daniel Hughes,116555.13
L105256,Joshua Roberts,82576.67
L105257,Rebecca Green,204541.35
L105258,Timothy Fisher,177737.96
L105259,Alexa Campbell,25838.25
L105260,Matthew Jones,196134.57
L105261,Natasha Medina,60364.81
L105262,Tina Day,190236.33
L105263,Amanda Willis,15934.37
L105264,Stephanie Smith,84829.26
L105265,Christopher Carter,42913.24
L105266,Jeremy Miller,72808.26
L105267,Travis Obrien,201669.06
L105268,David Patel,164149.61
L105269,Christy Suarez,29215.05
L105270,Susan Haney,149448.97
L105271,Amber Edwards,46343.98
L105272,Carmen Tucker,146827.74
L105273,Wendy Hall,184713.89
L105274,Oscar Moore,39636.7
L105275,Melissa Hayes,69393.66
L105276,Sean Harris,99343.39
L105277,Elaine Cisneros,56884.25
L105278,Erika Olson,42828.27
L105279,Sydney Davis,138630.19
L105280,Dana Fischer,22705.8
L105281,Pamela Arnold MD,21530.66
L105282,Michael Ramirez,25835.86
L105283,Victor Rojas,229277.82
L105284,Connie Mccormick,27040.98
L105285,Chelsea Sanchez,10585.27
L105286,Stacey Blankenship,153461.26
L105287,Sandra Haley,38248.7
L105288,Daniel Torres,227279.52
L105289,Larry Solis,13619.14
L105290,Robert Ramirez,223929.39
L105291,Lindsay Cox,239814.64
L105292,Ronald Baker,40706.07
L105293,Jessica Harrell,155079.56
L105294,Levi Knight,38121.78
L105295,Joshua Peters,228449.07
L105296,Susan Jones,38227.11
L105297,Dustin Beck,171667.69
L105298,Hannah Nguyen,23858.59
L105299,Troy Patel,119006.02
L105300,Juan Wolfe,29491.65
L105301,Amber Lara,217573.21
L105302,Alvin Dickson,95004.68
L105303,Heather Sanford,205351.56
L105304,Edwin Rojas,167388.7
L105305,Megan Floyd,128912.42
L105306,Tara Mcbride,147830.45
L105307,Jennifer Elliott,55703.95
L105308,Andrew Blanchard,216898.57
L105309,Arthur Smith,210845.82
L105310,Allison Carpenter,131296.28
L105311,Caroline Alvarez,233275.57
L105312,Brandon Herrera,112749.85
L105313,Samuel Jones,111066.52
L105314,Cynthia Brady,76551.14
L105315,Thomas Wang,224109.19
L105316,John Savage,203880.64
L105317,Cynthia Rodriguez,100665.51
L105318,Brian Carrillo,134920.3
L105319,Roberto Cook,204708.55
L105320,Rachel Fry,171141.52
L105321,Brian Case,13505.76
L105322,Deanna Gonzalez,129714.06
L105323,Patricia Sanchez,48281.55
L105324,Mason Hays,18679.43
L105325,Philip Harris,79092.29
L105326,Tammy Arellano,206634.15
L105327,Stephen Adams,240875.36
L105328,Amanda Wyatt,139164.32
L105329,Kelsey Simpson,143655.83
L105330,Misty Nixon,188548.34
L105331,Wayne Peters,68365.73
L105332,Jesus White,245121.45
L105333,Charles Smith,112145.64
L105334,Jennifer Ray,180216.05
L105335,Deanna Hines,121260.14
L105336,Daniel Cook,36553.69
L105337,Julie Welch,110218.68
L105338,Lisa Clark,49468.02
L105339,Andrew Foster,79803.2
L105340,Laura Snyder,226649.99
L105341,Sean Guerrero,217653.27
L105342,Mr. Roger Thompson,44534.74
L105343,Jesus Velez,106721.44
L105344,Rachel Becker,24761.62
L105345,Pamela Nichols,71574.42
L105346,Miranda Cannon,114607.21
L105347,Kristy Thomas,229853.33
L105348,Darren King,208572.65
L105349,Laurie Kramer,176928.22
L105350,Jaime Shepard,106612.08
L105351,Chase Harrison,100238.94
L105352,Jesse Duran,202324.3
L105353,Joel Evans,43384.55
L105354,Ashley Henry,114670.55
L105355,Brittany Mckee,71230.41
L105356,Amanda Bell,171060.42
L105357,Paula Stokes,108296.24
L105358,Alan Jones,241710.8
L105359,Gregory Valdez,44827.76
L105360,Holly Burch,174340.63
L105361,Ashlee Carroll,194591.39
L105362,Nichole Hester,51521.77
L105363,Nicholas Thompson,89038.31
L105364,Julie Rivera,176943.56
L105365,Ellen Thompson,162216.46
L105366,Matthew Turner,241342.45
L105367,Brandi Lynch,207657.05
L105368,Tammy Gregory,107818.85
L105369,Chad Taylor,181410.19
L105370,Jennifer Gonzalez,184881.19
L105371,Lisa Villegas,226379.05
L105372,Kristi Mcconnell,37158.96
L105373,Elijah Little,161065.87
L105374,Kristen Jones,77683.41
L105375,Derek Holloway,173817.34
L105376,Michael Clayton,78262.33
L105377,Kirsten Molina,131120.49
L105378,Kayla Melton,196652.61
L105379,Anthony Watson,157127.75
L105380,Jamie Stout,18476.98
L105381,Nancy Joyce,216657.78
L105382,Emily Foster,113974.08
L105383,Kelly Riddle,162811.43
L105384,Kenneth Hicks,128969.66
L105385,Timothy Clark,227114.59
L105386,William Huynh,166474.31
L105387,Tim Gardner,80205.95
L105388,Ashley Simmons,185549.19
L105389,Paul Jones,178675.92
L105390,Alexander Watson,84016.11
L105391,Kenneth Freeman,36168.87
L105392,Austin Hale,185487.64
L105393,Lisa Adams,206277.25
L105394,Rebecca Harding,159860.74
L105395,Roy Evans,167128.0
L105396,Mark Santos,77158.5
L105397,Adam Cooper,239215.96
L105398,Glenn Fitzpatrick,189296.84
L105399,Jamie Zimmerman,57023.44
L105400,Jacqueline Hunt MD,82540.75
L105401,Rachel Mcgee,158498.56
L105402,Rebecca Powell,23839.79
L105403,Ashley Parsons,105059.39
L105404,Joshua Vargas,91365.71
L105405,Brittney Mullins,141612.1
L105406,Katie Campbell,223035.82
L105407,Jenna Smith,16035.62
L105408,Eric Schneider,60583.26
L105409,Lisa Smith,227556.82
L105410,Sarah Bowen,179850.08
L105411,Mary Hodges,238883.04
L105412,Scott Perry,244432.05
L105413,Amanda Garza,51529.56
L105414,Grant Cameron,145875.41
L105415,Jason Jones,100159.91
L105416,Deborah Nichols,148619.88
L105417,Monica Hawkins,239275.62
L105418,David Morales PhD,143283.02
L105419,Michael Taylor,34792.47
L105420,Amanda Johnson,173989.56
L105421,Tiffany Marquez,203870.87
L105422,Cory Hensley,195518.82
L105423,Dana Lester,93843.86
L105424,Kevin Miller,69944.11
L105425,John Key,121637.9
L105426,Michael Reyes,32993.45
L105427,Amy Hall,177065.42
L105428,Michael White,90346.59
L105429,Raymond May,170860.03
L105430,Albert Vasquez,56019.63
